new_clean_name,old_sf_name,old_lg_name,osa_govt_lvl,lg_govt_lvl,new_entity_for_osa,new_entity_for_lg,name_changed_in_salesforce,name_cnt,sf_id,lg_id,primary_email,primary_first_name,primary_last_name,primary_title,primary_phone
Arts To Zion,Arts to Zion,Arts to Zion,Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0014100001g9mPIAAY,41,artstozion@gmail.com,Bobbi,Wan-kier,,4352162651
Arts-Kids,"Arts-Kids, Inc",,Non Profits,,FALSE,TRUE,TRUE,1,0014100001g9mU2AAI,,,,,,
Ascendant Behavioral Health,ASCENDANT BEHAVIORAL HEALTH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWljQAF,,,,,,
Ascent,"ASCENT, INC.",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlkQAF,,,,,,
Ascent Academies of Utah,Ascent Academies of Utah,Ascent Academies of Utah,School District or Charter School,Charter School,FALSE,FALSE,FALSE,4,0014100000rD1ovAAC,42,wglathar@ascentutah.org,Wade,Glathar,Lead Director,8019394414
Ascent Academies of Utah,Ascent Academies of Utah,Ascent Academies of Utah - Farmington,School District or Charter School,Charter School,FALSE,FALSE,FALSE,4,0014100000rD1ovAAC,43,wglathar@ascentutah.org,Wade,Glathar,Lead Director,3852202200
Ascent Academies of Utah,Ascent Academies of Utah,Ascent Academies of Utah - Lehi,School District or Charter School,Charter School,FALSE,FALSE,FALSE,4,0014100000rD1ovAAC,44,wglathar@ascentutah.org,Wade,Glathar,Lead Director,8013749641
Ascent Academies of Utah,Ascent Academies of Utah,Ascent Academies of Utah - West Jordan,School District or Charter School,Charter School,FALSE,FALSE,FALSE,4,0014100000rD1ovAAC,45,wglathar@ascentutah.org,Wade,Glathar,Lead Director,3852750909
Asdf,,asdf,,,TRUE,FALSE,,1,,46,,,,,
Ash Creek Special Service District,Ash Creek Special Service District,Ash Creek Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1uxAAC,47,darrel@ashcreekssd.com,Darrel,Humphries,Office Manager,4356352348
Ashdown Surgical,ASHDOWN SURGICAL,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWllQAF,,,,,,
Ashley Anderson Dances,Ashley Anderson Dances,,Non Profits,,FALSE,TRUE,FALSE,1,0014100001t4HclAAE,,,,,,
Ashley Regional Medical Center,ASHLEY REGIONAL MEDICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWlmQAF,,,,,,
Ashley Regional Medical Center,ASHLEY REGIONAL MEDICAL CENTER,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002FzxOfQAJ,,,,,,
Ashley Valley Eye Care,ASHLEY VALLEY EYE CARE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlnQAF,,,,,,
Ashley Valley Family Practice,ASHLEY VALLEY FAMILY PRACTICE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWloQAF,,,,,,
Ashley Valley Foot and Ankle,"ASHLEY VALLEY FOOT AND ANKLE, INC.",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlpQAF,,,,,,
Ashley Valley Physician Practices,ASHLEY VALLEY PHYSICIAN PRACTICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlqQAF,,,,,,
Ashley Valley Sewer Management Board,Ashley Valley Sewer Management Board,Ashley Valley Sewer Management Board,Interlocal,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD13OAAS,48,dean@avwrf.org,Dean,Gibbs,,(435)-789-9805 ext.10
Ashley Valley Water and Sewer Improvement District,Ashley Valley Water & Sewer Improvement District,Ashley Valley Water & Sewer Improvement District,Local and Special Service District,Local District,FALSE,FALSE,TRUE,1,0014100000rD1B6AAK,49,ngarcia@avwsid.com,Nora,Garcia,,435-789-9400
Asian Association of Utah,Asian Association of Utah,"Asian Association of Utah, dba Refugee and Immigrant Center",Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,2,0014100000rD1OPAA0,50,yen.pham@aau-slc.org,Yen,Pham,Director of Finance,8019909490
Asian Association of Utah,Asian Association of Utah (dba Refugee and Immigrant Center),"Asian Association of Utah, dba Refugee and Immigrant Center",Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,2,0011K00002J1Y2FQAV,50,yen.pham@aau-slc.org,Yen,Pham,Director of Finance,8019909490
Aspen Dermatology,ASPEN DERMATOLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlrQAF,,,,,,
Aspen Foot and Ankle,ASPEN FOOT & ANKLE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlsQAF,,,,,,
Aspire Surgical,ASPIRE SURGICAL,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWltQAF,,,,,,
Assist,"Assist, Inc.",Assist Inc,Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0014100000rD1OQAA0,51,jschreiter@assistutah.org,Jennifer,Schreiter,Office Manager,8013557085
Associated Builders and Contractors,Associated Builders and Contractors Inc,,Non Profits,,FALSE,TRUE,TRUE,1,0011K00002MUWO4QAP,,,,,,
Associated General Contractors of Utah,Associated General Contractors of Utah,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002MUWSzQAP,,,,,,
Associated Students of the University of Utah,Associated Students of the University of Utah,,Educational Foundation or Component Unit,,FALSE,TRUE,FALSE,1,0011K00002PrXv1QAF,,,,,,
Association for Utah Community Health,Association for Utah Community Health,Association for Utah Community Health,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1ORAA0,52,jenifer@auch.org,Jenifer,Lloyd,,801-716-4607
Athena Womens Clinic,ATHENA WOMEN'S CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWluQAF,,,,,,
Athenian Eacademy,Athenian eAcademy,Athenian eAcademy,School District or Charter School,Charter School,FALSE,FALSE,TRUE,1,0014100000rD1p0AAC,53,rebecca@chartersolutions.org,Rebecca,Strait,Business Administrator,3857155400
Athlos Academy of Utah,Athlos Academy of Utah,Athlos Academy,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1p8AAC,54,lperkins@athlosutah.org,Lyndie,Perkins,,8014384619
Attorney Generals Office,Attorney General's Office,,State of Utah (agencies/depts/comp units/ etc.),,FALSE,TRUE,TRUE,1,0014100000rD4hWAAS,,,,,,
Aune Family Medicine,"AUNE FAMILY MEDICINE, LLC",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlvQAF,,,,,,
Aurora Building Authority,,Aurora Building Authority,,Local Building Authority,TRUE,FALSE,,1,,55,cjohnson@auroracity.org,Clint,Johnson,,435-529-7643
Aurora City,Aurora City,Aurora City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zLAAS,56,cjohnson@auroracity.org,Clint,Johnson,,4355297643
Aurora Drainage District 4,Aurora Drainage District 4,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1FCAA0,,,,,,
Austin Community Special Service District,Austin Community Special Service District,Austin Community Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1B7AAK,57,austincommunityssd@yahoo.com,Jayne,Outzen,Treasurer,4352014999
Auto Mall and Retail Public Infrastructure District,Auto Mall & Retail Public Infrastructure District,Auto Mall & Retail Public Infrastructure District,Local and Special Service District,Local District,FALSE,FALSE,TRUE,1,0011K00002ZoAu2QAF,58,nasmus@snowjensen.com,Natasha,Asmus,Paralegal,4356283688
Avalon Oculoplastics,AVALON OCULOPLASTICS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlwQAF,,,,,,
Avatar,"Avatar, Inc.",,Non Profits,,FALSE,TRUE,TRUE,1,0014100000rD1Q7AAK,,,,,,
Avec Eye Center,AVEC EYE CENTER,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlxQAF,,,,,,
Avenues Psychiatry and Counseling,AVENUES PSYCHIATRY & COUNSELING,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlyQAF,,,,,,
Avenues Specialty Clinic,AVENUES SPECIALTY CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWlzQAF,,,,,,
Avon Cemetery Maintenance District,Avon Cemetery Maintenance District,Avon Cemetery District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1B8AAK,59,kirsten.marie07@gmail.com,Kirsten,Knowles,Clerk,8016907529
Awakening Behavioral Health,AWAKENING BEHAVIORAL HEALTH,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm0QAF,,,,,,
Axtell Community Special Service District,Axtell Community Special Service District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1B9AAK,,,,,,
Aycock Miles and Associates CPAs,"Aycock, Miles & Associates, CPAs",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100001A0kzVAAR,,,,,,
B Grant Bishop MD,B GRANT BISHOP MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm1QAF,,,,,,
B2A PC,"B2A, PC (Baird, Blackburn & Associates)",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100001A0kzpAAB,,,,,,
BJB,"BJB, Inc.","BJB, Inc.",Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0014100000rD1OTAA0,98,susanatbjb@comcast.net,Susan,A. Hughes,President,8018790773
Back To Balance Chiropractic and Wellnes,BACK TO BALANCE CHIROPRACTIC AND WELLNES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm2QAF,,,,,,
Bad Dog Arts,Bad Dog Arts,Bad Dog Arts,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100001g9mlxAAA,60,michael@baddogarts.org,Michael,Morgan,Co-Founder & Co-Director,8013223186
Baer Canyons Hs Sports and Medical Science,Baer Canyons HS Sports and Medical Science,,School District or Charter School,,FALSE,TRUE,TRUE,1,0014100000rD1hoAAC,,,,,,
Bahr Dermatology,BAHR DERMATOLOGY,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm3QAF,,,,,,
Baird Blackburn and Associates PC,"Baird, Blackburn & Associates, PC",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD1xXAAS,,,,,,
Balance Resources,Balance Resources,,Non Profits,,FALSE,TRUE,FALSE,1,0014100001ircX3AAI,,,,,,
Ballard Town,Ballard Town,Town of Ballard,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zMAAS,1414,kmeyers@ballardcity.org,Kaelyn,Meyers,,4357223393
Ballard Water Improvement District,Ballard Water Improvement District,Ballard Water Improvement District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1BAAA0,61,kmeyers@ballardcity.org,Kaelyn,Meyers,Recorder,4356216242
Ballet West,Ballet West,Ballet West,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0014100000rD1YqAAK,62,lcrawford@balletwest.org,Elizabeth,Crawford,,8018696915
Bank of New York Mellon,Bank of New York Mellon,,Component,,FALSE,TRUE,FALSE,1,0014100001d6CvzAAE,,,,,,
Barbara M Hicks CPA,"Barbara M. Hicks, CPA",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xVAAS,,,,,,
Barclay F Bigelow MD,BARCLAY F BIGELOW MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm4QAF,,,,,,
Bariatric Medicine Institute,BARIATRIC MEDICINE INSTITUTE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm5QAF,,,,,,
Barrus Chiropractic,BARRUS CHIROPRACTIC LLC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm6QAF,,,,,,
Bart Morrill CPA PC,"Bart Morrill, CPA, PC",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xWAAS,,,,,,
Basin Medical Clinic,BASIN MEDICAL CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm7QAF,,,,,,
Bateman Chiropractic,BATEMAN CHIROPRACTIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm8QAF,,,,,,
Bateman Horne Center of Excellence,BATEMAN HORNE CENTER OF EXCELLENCE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWm9QAF,,,,,,
Bdo USA,"BDO USA, LLP",,CPA Firm,,FALSE,FALSE,TRUE,1,0011K00002OjgZFQAZ,,,,,,
Bear Lake Community Health Center,BEAR LAKE COMMUNITY HEALTH CENTER,"Bear Lake Community Health Center, Inc.",Health Provider,Nonprofit Corporation,FALSE,FALSE,TRUE,2,0011K00002EhWmAQAV,63,executiveoffice@cvchc.org,Jorge,Garcia,CEO,4357556061
Bear Lake Community Health Center,Bear Lake Community Health Center,"Bear Lake Community Health Center, Inc.",Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,2,0011K00002f3kzAQAQ,63,executiveoffice@cvchc.org,Jorge,Garcia,CEO,4357556061
Bear Lake Regional Commission,Bear Lake Regional Commission,Bear Lake Regional Commission,AOG,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD0xGAAS,64,mpoulsen@cut.net,Mitch,Poulsen,,435-946-2198
Bear Lake Special Service District,Bear Lake Special Service District,BEAR LAKE SPECIAL SERVICE DISTRICT,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1BBAA0,65,bearlakesewer@gmail.com,Mark,Stringham,,4359463201
Bear River Area Agency on Aging,,Bear River Area Agency on Aging,,Area Agency (including Aging and High-Risk Adult),TRUE,FALSE,,1,,66,karenm@brag.utah.gov,Karen,Merkley,,4357527242
Bear River Association of Governments,Bear River Association of Governments,Bear River Associations of Governments,AOG,Interlocal Entity,FALSE,FALSE,FALSE,1,0014100000rD0xHAAS,67,karenm@brag.utah.gov,Karen,Merkley,,4357527242
Bear River Charter School,Bear River Charter School,Bear River Charter School,School District or Charter School,Charter School,FALSE,FALSE,FALSE,1,0014100000rD1hpAAC,68,spencer@redapplefinance.com,Spencer,Adams,Business Manager,801-394-4140 ext 1205
Bear River City,Bear River City,Bear River Town Corporation,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zNAAS,72,bearrivercity@frontiernet.net,Sue,Ann Holmgren,,435-279-9047
Bear River Clinic,BEAR RIVER CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmCQAV,,,,,,
Bear River District Health Department,BEAR RIVER DISTRICT HEALTH DEPARTMENT,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmDQAV,,,,,,
Bear River Family Medicine,BEAR RIVER FAMILY MEDICINE,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmEQAV,,,,,,
Bear River Head Start,"Bear River Head Start, Inc.",Bear River Head Start,Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0014100000rD1OSAA0,69,tdanielson@brheadstart.org,Taylor,Danielson,Bookkeeper,4355348748
Bear River Health Department,Bear River Health Department,Bear River Health Department,Interlocal,Local Health Department,FALSE,FALSE,FALSE,1,0014100000rD1AwAAK,70,jgreer@brhd.org,Joshua,Greer,Senior Support Officer,4357926572
Bear River Hospital,BEAR RIVER HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,3,0011K00002EhWmFQAV,,,,,,
Bear River Hospital,BEAR RIVER HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,3,0011K00002FzxOgQAJ,,,,,,
Bear River Hospital,BEAR RIVER HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,3,0011K00002FzxOtQAJ,,,,,,
Bear River Hospital Physicians Group,BEAR RIVER HOSPITAL PHYSICIANS GROUP,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmGQAV,,,,,,
Bear River Medical Arts,BEAR RIVER MEDICAL ARTS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmHQAV,,,,,,
Bear River Mental Health Service,Bear River Mental Health Serv. Inc.,"Bear River Mental Health Services, Inc.",Non Profits,Nonprofit Corporation,FALSE,FALSE,TRUE,1,0014100000rD1OIAA0,71,beths@brmh.com,Beth,Smith,,(435) 752-0750
Bear River Mental Health Services,BEAR RIVER MENTAL HEALTH SERVICES,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmIQAV,,,,,,
Bear River Specialists,BEAR RIVER SPECIALISTS,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmJQAV,,,,,,
Bear River Water Conservancy District,Bear River Water Conservancy District,Bear River Water Conservancy District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1BCAA0,73,jamiew@brwcd.com,Jamie,Williams,Office Manager,4357237034
Bear-O-Care,Bear-O-Care,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002WkpuYQAR,,,,,,
Beaver City,Beaver City,Beaver City,City,Municipality,FALSE,FALSE,FALSE,1,0014100000rD0zOAAS,74,bcrecorder@beaverutah.net,Patty,Simard,Recorder,4354382451
Beaver City Municipal Building Authority,,Beaver City Municipal Building Authority,,Local Building Authority,TRUE,FALSE,,1,,75,bcrecorder@beaverutah.net,Patty,Simard,Recorder,4354382451
Beaver Conservation District,Beaver Conservation District,Beaver Conservation District,Conservation District,Conservation District,FALSE,FALSE,FALSE,1,0014100000rD12CAAS,76,psimard1115@hotmail.com,Patty,Simard,,4354219254
Beaver County,Beaver County,Beaver County,County,County,FALSE,FALSE,FALSE,1,0014100000rD12RAAS,77,stlaws@beaver.utah.gov,Stephanie,Laws,Administrative Assistant,4354386464
Beaver County Fire District 2,,Beaver County Fire District #2,,Special Service District,TRUE,FALSE,,1,,78,nk.88@live.com,Nedra,Kennedy,Secretary,4353872620
Beaver County Hospital Special Service District 3,Beaver County Hospital Special Service District 3,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1BDAA0,,,,,,
Beaver County Mosquito Abatement District 1,Beaver County Mosquito Abatement District 1,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1BEAA0,,,,,,
Beaver County Redevelopment Agency,Beaver County Redevelopment Agency,,Redevelopment Agency/Project Area,,FALSE,TRUE,FALSE,1,0014100000rD1vfAAC,,,,,,
Beaver County School District,Beaver County School District,BEAVER COUNTY SCHOOL DISTRICT,School District or Charter School,School District,FALSE,FALSE,FALSE,1,0014100000rD1hqAAC,79,bonnie.bairett@beaver.k12.ut.us,Bonnie,Bairett,,435-438-2291
Beaver County Special Service District 2,Beaver County Special Serv. District 2 (fire),,Local and Special Service District,,FALSE,TRUE,TRUE,1,0014100000rD1BFAA0,,,,,,
Beaver County Special Service District 4,Beaver County Special Service District 4,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1BGAA0,,,,,,
Beaver County Special Service District 7,,Beaver County Special Service District #7,,Special Service District,TRUE,FALSE,,1,,80,cdwhite@xmission.com,Charles,White,Treasurer,4354385317
Beaver County Waste Management Service District 5,,Beaver County Waste Management Service District #5,,Special Service District,TRUE,FALSE,,1,,81,bcwaste@scinternet.net,Kaylee,Acklin,District Secretary,4353862530
Beaver Dam Cemetery District,Beaver Dam Cemetery District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1OEAA0,,,,,,
Beaver Dam Village Special Service District,Beaver Dam Village Special Service District,Beaver Dam Special Service District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1BHAA0,82,cagle251@cox.net,Randal,Cagle,District Manager,7025645899
Beaver Fire District 1,Beaver Fire District 1,Beaver Fire District No. 1,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1BIAA0,83,ghumphreys620@gmail.com,George,Humphreys,,4354219491
Beaver Housing Authority,Beaver Housing Authority,,Housing,,FALSE,TRUE,FALSE,1,0014100000rD13KAAS,,,,,,
Beaver Medical Clinic,BEAVER MEDICAL CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmKQAV,,,,,,
Beaver Special Service District 7,Beaver Special Service District 7,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1BKAA0,,,,,,
Beaver Valley Hospital,BEAVER VALLEY HOSPITAL,,Health Provider,,FALSE,FALSE,TRUE,2,0011K00002EhWmLQAV,,,,,,
Beaver Valley Hospital,Beaver Valley Hospital,,District Health,,FALSE,TRUE,FALSE,2,0014100001op9otAAA,,,,,,
Beaver-Milford Medical Clinic,BEAVER/MILFORD MEDICAL CLINIC,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmMQAV,,,,,,
Beck Spinal Care and Rehab,BECK SPINAL CARE &REHAB,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmNQAV,,,,,,
Beehive Science and Technology Academy,Beehive Science & Technology Academy,Beehive Science and Technology Academy,School District or Charter School,Charter School,FALSE,FALSE,TRUE,1,0014100000rD1hrAAC,84,principal@beehiveacademy.org,Hanifi,Oguz,,801-576-0070
Belmont Drainage District,Belmont Drainage District,Belmont Drainage District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1BLAA0,85,capenerfarms@yahoo.com,Richard,Capener,,4352793599
Bement and Co,Bement and Co.,,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xXAAS,,,,,,
Ben Lomond Cemetery Maintenance District,Ben Lomond Cemetery Maintenance District,Ben Lomond Cemetery Maintenance District,Local and Special Service District,Special Service District,FALSE,FALSE,FALSE,1,0014100000rD1BMAA0,88,benlomcem@gmail.com,carolyn,flinders,District Treasurer,8017825032
Bench Lake Public Infrastructure District,Bench Lake Public Infrastructure District,Bench Lake Public Infrastructure District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0011K00002ZoAxaQAF,86,publicdistricts@snowjensen.com,Natasha,Asmus,Paralegal,4356283688
Benchland Water District,Benchland Water District,Benchland Water District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1BNAA0,87,sparsell@benchlandwater.com,Scott,L Parsell,,(801) 451-210
Benita Medical,BENITA MEDICAL,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmOQAV,,,,,,
Benjamin Cemetery Maintenance District,Benjamin Cemetery Maintenance District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1BOAA0,,,,,,
Benjamin Drainage District,Benjamin Drainage District,,Local and Special Service District,,FALSE,TRUE,FALSE,1,0014100000rD1BPAA0,,,,,,
Benjamin N Storz MD,BENJAMIN N STORZ MD,,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmPQAV,,,,,,
Benson Culinary Water Improvement District,Benson Culinary Water Improvement District,Benson Culinary Improvement District,Local and Special Service District,Local District,FALSE,FALSE,FALSE,1,0014100000rD1BQAA0,89,bcw@bensonwater.org,Nick,"Galloway, Manager",,435-881-1130
Berner Eye Clinic,"BERNER EYE CLINIC, INC",,Health Provider,,FALSE,FALSE,TRUE,1,0011K00002EhWmQQAV,,,,,,
Best Buddies International,Best Buddies International,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002btomVQAQ,,,,,,
Best of Africa Cultural Group,Best of Africa Cultural Group,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002f3lUwQAI,,,,,,
Better Days 2020,Better Days 2020,Better Days 2020,Non Profits,Nonprofit Corporation,FALSE,FALSE,FALSE,1,0011K00002DgbU6QAJ,90,katherine@betterdays2020.org,Katherine,Kitterman,Executive Director,9288142659
Beverlys Terrace Plaza Playhouse,Beverly’s Terrace Plaza Playhouse,,Non Profits,,FALSE,TRUE,TRUE,1,0011K00002J1IBFQA3,,,,,,
Bhutanese Community in Utah,Bhutanese Community in Utah,,Non Profits,,FALSE,TRUE,FALSE,1,0011K00002YgyapQAB,,,,,,
Bicknell Town,Bicknell Town,Bicknell Town,Town,Municipality,FALSE,FALSE,FALSE,1,0014100000rD1pQAAS,91,carriebicknellutah@gmail.com,Carrie,Brinkerhoff,Treasurer,4354252215
Biesinger and Kofford CPAs PPLC,"Biesinger & Kofford CPAs, PPLC",,CPA Firm,,FALSE,FALSE,TRUE,1,0014100000rD0xYAAS,,,,,,
